categorie,nature,numero,nom,km,osm_id
TERTIAIRE,Route tertiaire,"","",0.007,w1013892690
TERTIAIRE,Route tertiaire,"","",0.007,w270289845
TERTIAIRE,Route tertiaire,"","",0.007,w617834879
TERTIAIRE,Route tertiaire,"","",0.007,w682689034
TERTIAIRE,Route tertiaire,"","",0.007,w492790754
TERTIAIRE,Route tertiaire,"","",0.007,w292986949
TERTIAIRE,Route tertiaire,"","",0.007,w616979980
TERTIAIRE,Route tertiaire,"","",0.007,w330992852
SECONDAIRE,Route secondaire,"","",0.007,w689938413
TERTIAIRE,Route tertiaire,"","",0.007,w496780768
TERTIAIRE,Route tertiaire,"","",0.007,w703396843
TERTIAIRE,Route tertiaire,"","",0.007,w330689791
SECONDAIRE,Route secondaire,"","",0.006,w683524362
TERTIAIRE,Route tertiaire,"","",0.006,w703396850
TERTIAIRE,Route tertiaire,"","",0.006,w269570344
TERTIAIRE,Route tertiaire,"","",0.006,w272018363
TERTIAIRE,Route tertiaire,"","",0.006,w326158078
SECONDAIRE,Route secondaire,"","",0.006,w496950275
SECONDAIRE,Route secondaire,"","",0.006,w496723250
SECONDAIRE,Route secondaire,"","",0.006,w488037072
SECONDAIRE,Route secondaire,"","",0.006,w496950277
TERTIAIRE,Route tertiaire,"","",0.006,w650693769
SECONDAIRE,Route secondaire,"","",0.006,w270852433
TERTIAIRE,Route tertiaire,"","",0.006,w666653802
TERTIAIRE,Route tertiaire,"","",0.006,w1067934998
TERTIAIRE,Route tertiaire,"","",0.006,w488036997
SECONDAIRE,Route secondaire,"","",0.005,w629123211
TERTIAIRE,Route tertiaire,"","",0.005,w496780754
SECONDAIRE,Route secondaire,"","",0.005,w683524363
TERTIAIRE,Route tertiaire,"","",0.005,w496780764
TERTIAIRE,Route tertiaire,"","",0.005,w1014591733
SECONDAIRE,Route secondaire,"","",0.005,w689644340
TERTIAIRE,Route tertiaire,"","",0.005,w686587359
TERTIAIRE,Route tertiaire,"","",0.005,w629241223
SECONDAIRE,Route secondaire,"","",0.004,w690693507
TERTIAIRE,Route tertiaire,"","",0.004,w681695749
TERTIAIRE,Route tertiaire,"","",0.004,w311154086
TERTIAIRE,Route tertiaire,"","",0.004,w497297741
TERTIAIRE,Route tertiaire,"","",0.004,w291759198
TERTIAIRE,Route tertiaire,"","",0.003,w496780766
TERTIAIRE,Route tertiaire,"","",0.003,w629241228
TERTIAIRE,Route tertiaire,"","",0.003,w311501451
TERTIAIRE,Route tertiaire,"","",0.002,w941757713
